sentence,stance_type,cue,start,end,section,page
"Your text, answers and typing activities will be kept confidential and will be used only for my research.",self_mention,my,17,18,,
"They will be destroyed 2 years after the conclusion of my PhD project, i.e., 2016.",self_mention,my,10,11,,
"If you require further information, you can contact my supervisors via their email addresses below.",self_mention,my,9,10,,
I voluntarily participate in this study and understand that I may withdraw from this study by 15th January 2013.,self_mention,i,0,1,,
I voluntarily participate in this study and understand that I may withdraw from this study by 15th January 2013.,self_mention,i,9,10,,
I voluntarily participate in this study and understand that I may withdraw from this study by 15th January 2013.,hedging,may,10,11,,
I understand that the information I have provided will be used only for this research project.,self_mention,i,0,1,,
I understand that the information I have provided will be used only for this research project.,self_mention,i,5,6,,
 I wish to be given a summary of the results of the study via my email address ……………………………………..,self_mention,i,1,2,,
 I wish to be given a summary of the results of the study via my email address ……………………………………..,self_mention,my,15,16,,
Instructions for the Research Participant INSTRUCTIONS What we are going to do now is go through your essay.,self_mention,we,7,8,,
"I am interested in what you were thinking at the time you were writing, especially when you used certain words or phrases.",self_mention,i,0,1,,
So I would like you to tell me what was in your mind while you were writing these words/phrases.,self_mention,i,1,2,,
[RETURN][BACK]{5461}·[LSHIFT]Secondly C s p 1 0 0.000 0 0 0 0.000 think·that·{2855}i{2574}t·is·waste·time· I s n 1 0 0.000 0 0 0 0.000 ·we·{23447}spend{4773}[BACK 20] C s v 0 1 23.447 1 23.447 0 0.000 ·they·are·n[BACK 5]brings·n[BACK 3]·not·only I s v 1 0 0.000 0 0 0 0.000 ·{14726}lost·time{3822}·but·also·{19032} I s v 0 1 14.726 1 14.726 0 0.000 {3993}·help·{8549} C s v 0 1 3.993 1 3.993 0 0.000 us·{8003}have{2012}·a·{2605}[BACK 7]relax·{13526} C s v 0 1 8.003 1 8.003 0 0.000 {3822}brings·the[BACK 3]us·{20639}more· C s v 0 1 3.822 1 3.822 0 0.000 advantages{9173}·has·{2808}[BACK]{2496}·than ·{3120}disadvantages{4415} I s v 0 1 9.173 1 9.173 0 0.000 a{2012}[BACK]is·{5257}{4181}always·hide·{7316}the·{4149} I s v 0 2 9.438 2 9.438 0 0.000 Notes: C = Conventional MU; I = Inter-MUs; s = single-word MU; m = multi-word MUs; c = clausal MU; n = mominal MU; v = verbal MU; a = adjectival MU; p = prepositional MU; Pause durations are measured in seconds,self_mention,i,33,34,,
[RETURN][BACK]{5461}·[LSHIFT]Secondly C s p 1 0 0.000 0 0 0 0.000 think·that·{2855}i{2574}t·is·waste·time· I s n 1 0 0.000 0 0 0 0.000 ·we·{23447}spend{4773}[BACK 20] C s v 0 1 23.447 1 23.447 0 0.000 ·they·are·n[BACK 5]brings·n[BACK 3]·not·only I s v 1 0 0.000 0 0 0 0.000 ·{14726}lost·time{3822}·but·also·{19032} I s v 0 1 14.726 1 14.726 0 0.000 {3993}·help·{8549} C s v 0 1 3.993 1 3.993 0 0.000 us·{8003}have{2012}·a·{2605}[BACK 7]relax·{13526} C s v 0 1 8.003 1 8.003 0 0.000 {3822}brings·the[BACK 3]us·{20639}more· C s v 0 1 3.822 1 3.822 0 0.000 advantages{9173}·has·{2808}[BACK]{2496}·than ·{3120}disadvantages{4415} I s v 0 1 9.173 1 9.173 0 0.000 a{2012}[BACK]is·{5257}{4181}always·hide·{7316}the·{4149} I s v 0 2 9.438 2 9.438 0 0.000 Notes: C = Conventional MU; I = Inter-MUs; s = single-word MU; m = multi-word MUs; c = clausal MU; n = mominal MU; v = verbal MU; a = adjectival MU; p = prepositional MU; Pause durations are measured in seconds,self_mention,i,76,77,,
[RETURN][BACK]{5461}·[LSHIFT]Secondly C s p 1 0 0.000 0 0 0 0.000 think·that·{2855}i{2574}t·is·waste·time· I s n 1 0 0.000 0 0 0 0.000 ·we·{23447}spend{4773}[BACK 20] C s v 0 1 23.447 1 23.447 0 0.000 ·they·are·n[BACK 5]brings·n[BACK 3]·not·only I s v 1 0 0.000 0 0 0 0.000 ·{14726}lost·time{3822}·but·also·{19032} I s v 0 1 14.726 1 14.726 0 0.000 {3993}·help·{8549} C s v 0 1 3.993 1 3.993 0 0.000 us·{8003}have{2012}·a·{2605}[BACK 7]relax·{13526} C s v 0 1 8.003 1 8.003 0 0.000 {3822}brings·the[BACK 3]us·{20639}more· C s v 0 1 3.822 1 3.822 0 0.000 advantages{9173}·has·{2808}[BACK]{2496}·than ·{3120}disadvantages{4415} I s v 0 1 9.173 1 9.173 0 0.000 a{2012}[BACK]is·{5257}{4181}always·hide·{7316}the·{4149} I s v 0 2 9.438 2 9.438 0 0.000 Notes: C = Conventional MU; I = Inter-MUs; s = single-word MU; m = multi-word MUs; c = clausal MU; n = mominal MU; v = verbal MU; a = adjectival MU; p = prepositional MU; Pause durations are measured in seconds,self_mention,i,98,99,,
[RETURN][BACK]{5461}·[LSHIFT]Secondly C s p 1 0 0.000 0 0 0 0.000 think·that·{2855}i{2574}t·is·waste·time· I s n 1 0 0.000 0 0 0 0.000 ·we·{23447}spend{4773}[BACK 20] C s v 0 1 23.447 1 23.447 0 0.000 ·they·are·n[BACK 5]brings·n[BACK 3]·not·only I s v 1 0 0.000 0 0 0 0.000 ·{14726}lost·time{3822}·but·also·{19032} I s v 0 1 14.726 1 14.726 0 0.000 {3993}·help·{8549} C s v 0 1 3.993 1 3.993 0 0.000 us·{8003}have{2012}·a·{2605}[BACK 7]relax·{13526} C s v 0 1 8.003 1 8.003 0 0.000 {3822}brings·the[BACK 3]us·{20639}more· C s v 0 1 3.822 1 3.822 0 0.000 advantages{9173}·has·{2808}[BACK]{2496}·than ·{3120}disadvantages{4415} I s v 0 1 9.173 1 9.173 0 0.000 a{2012}[BACK]is·{5257}{4181}always·hide·{7316}the·{4149} I s v 0 2 9.438 2 9.438 0 0.000 Notes: C = Conventional MU; I = Inter-MUs; s = single-word MU; m = multi-word MUs; c = clausal MU; n = mominal MU; v = verbal MU; a = adjectival MU; p = prepositional MU; Pause durations are measured in seconds,self_mention,i,201,202,,
